"id","system_id","version","modified_user_id","modified_user_name","modified_datetime","operation_type","effective_start_datetime","effective_end_datetime","entity_status","owner_id","name","description"
160,159,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SanSeal + Additives,
161,160,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SanSeal HT + Additives,
162,161,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SSi + Additives,
163,162,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,Superlite 13 + Additives,
164,163,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,Superlite 13 (CDM-5) + Additives,
165,164,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SUPERLITEmix PRO HT + Additives,
166,165,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SUPERLITEmix PRO + Additives,
167,166,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SURFACEmix LW (SK) + Additives,
168,167,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO (SK) + Additives,
169,168,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SURFACEmix PRO + Additives,
170,169,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SURFACEmix PRO SL + Additives,
171,170,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SURFACEmix SLW + Additives,
172,171,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SurfLite (SK) + Additives,
173,172,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,Thermal 40 + Additives,
174,173,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,Thermal 40 EXP + Additives,
175,174,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,THERMAmix EC + Additives,
176,175,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,THERMAmix LT + Additives,
178,176,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,ThixLite HT (AB) + Additives,
179,177,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,ThixLite HT (SK) + Additives,
180,178,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO SL + Additives,
181,179,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,LDP-C-0117 + Additives,
182,180,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,SUPERLITEmix 1160 + Additives,
183,181,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,LCC-9,
